Animal,Symptom 2,Temperature,Symptom 3,Age,Symptom 1,Disease
buffalo,lameness,104.0,loss of appetite,3.0,blisters on hooves,foot and mouth
goat,blisters on mouth,100.4,loss of appetite,10.0,lameness,foot and mouth
cow,loss of appetite,102.4,painless lumps,14.0,depression,lumpy virus
goat,chest discomfort,101.2,sweats,6.0,chills,anthrax
goat,painless lumps,102.4,depression,6.0,loss of appetite,lumpy virus
cow,swelling in muscle,102.5,crackling sound,13.0,difficulty walking,blackleg
goat,loss of appetite,102.4,crackling sound,7.0,swelling in limb,blackleg
cow,swelling in abdomen,100.9,chest discomfort,10.0,shortness of breath,anthrax
buffalo,painless lumps,103.0,loss of appetite,7.0,depression,pneumonia
goat,difficulty walking,103.8,loss of appetite,4.0,blisters on gums,foot and mouth
buffalo,sores on tongue,101.6,difficulty walking,2.0,loss of appetite,foot and mouth
buffalo,loss of appetite,100.6,depression,10.0,painless lumps,pneumonia
buffalo,depression,102.1,loss of appetite,5.0,painless lumps,lumpy virus
goat,loss of appetite,104.2,painless lumps,7.0,depression,lumpy virus
goat,loss of appetite,101.0,painless lumps,3.0,depression,pneumonia
cow,sweats,101.3,shortness of breath,14.0,chest discomfort,anthrax
buffalo,sores on gums,102.1,difficulty walking,7.0,loss of appetite,foot and mouth
buffalo,painless lumps,102.3,loss of appetite,11.0,depression,pneumonia
cow,sweats,101.3,chest discomfort,5.0,shortness of breath,anthrax
buffalo,loss of appetite,104.5,painless lumps,10.0,depression,pneumonia
cow,crackling sound,101.1,loss of appetite,6.0,depression,blackleg
sheep,shortness of breath,100.9,swelling in extremities,2.0,sweats,anthrax
goat,painless lumps,102.0,loss of appetite,8.0,depression,pneumonia
sheep,fatigue,101.3,shortness of breath,9.0,chest discomfort,anthrax
sheep,loss of appetite,100.0,painless lumps,3.0,depression,pneumonia
sheep,sores on hooves,102.0,loss of appetite,9.0,difficulty walking,foot and mouth
sheep,painless lumps,102.4,loss of appetite,9.0,depression,pneumonia
sheep,lameness,103.3,loss of appetite,3.0,sores on tongue,foot and mouth
buffalo,loss of appetite,100.6,depression,2.0,painless lumps,lumpy virus
goat,shortness of breath,104.8,chest discomfort,4.0,sweats,anthrax
goat,painless lumps,101.3,loss of appetite,3.0,depression,lumpy virus
cow,lameness,104.5,blisters on hooves,8.0,loss of appetite,foot and mouth
buffalo,fatigue,101.9,sweats,9.0,swelling in extremities,anthrax
goat,chest discomfort,100.4,fatigue,6.0,shortness of breath,anthrax
cow,painless lumps,102.1,loss of appetite,15.0,depression,pneumonia
sheep,sweats,102.1,fatigue,10.0,swelling in abdomen,anthrax
buffalo,loss of appetite,101.1,lameness,1.0,swelling in muscle,blackleg
sheep,painless lumps,100.7,loss of appetite,1.0,depression,pneumonia
buffalo,loss of appetite,102.3,depression,9.0,painless lumps,pneumonia
goat,lameness,102.8,blisters on tongue,6.0,loss of appetite,foot and mouth
cow,shortness of breath,101.6,sweats,8.0,fatigue,anthrax
goat,loss of appetite,103.8,painless lumps,1.0,depression,pneumonia
buffalo,chills,100.9,swelling in neck,9.0,fatigue,anthrax
goat,sweats,100.2,chest discomfort,5.0,shortness of breath,anthrax
buffalo,difficulty walking,104.0,loss of appetite,4.0,blisters on hooves,foot and mouth
sheep,depression,101.3,loss of appetite,6.0,painless lumps,pneumonia
cow,lameness,100.2,loss of appetite,7.0,crackling sound,blackleg
goat,painless lumps,100.1,depression,6.0,loss of appetite,lumpy virus
cow,depression,101.1,loss of appetite,5.0,painless lumps,lumpy virus
goat,loss of appetite,103.5,crackling sound,7.0,difficulty walking,blackleg
buffalo,depression,103.2,painless lumps,5.0,loss of appetite,lumpy virus
buffalo,difficulty walking,104.7,crackling sound,4.0,swelling in muscle,blackleg
goat,depression,100.3,painless lumps,1.0,loss of appetite,pneumonia
cow,loss of appetite,101.4,crackling sound,11.0,depression,blackleg
buffalo,painless lumps,101.9,loss of appetite,3.0,depression,lumpy virus
buffalo,depression,100.7,painless lumps,4.0,loss of appetite,pneumonia
goat,painless lumps,102.7,loss of appetite,4.0,depression,lumpy virus
buffalo,painless lumps,104.6,depression,4.0,loss of appetite,pneumonia
cow,swelling in muscle,101.1,difficulty walking,14.0,depression,blackleg
cow,painless lumps,102.8,loss of appetite,5.0,depression,lumpy virus
sheep,loss of appetite,100.7,lameness,1.0,blisters on hooves,foot and mouth
buffalo,shortness of breath,102.2,fatigue,7.0,chest discomfort,anthrax
cow,swelling in abdomen,101.9,shortness of breath,10.0,chest discomfort,anthrax
buffalo,painless lumps,104.1,loss of appetite,6.0,depression,lumpy virus
cow,difficulty walking,102.8,blisters on hooves,14.0,loss of appetite,foot and mouth
buffalo,loss of appetite,102.0,swelling in muscle,6.0,depression,blackleg
cow,painless lumps,103.6,depression,9.0,loss of appetite,lumpy virus
sheep,depression,102.3,loss of appetite,6.0,lameness,blackleg
goat,lameness,101.3,loss of appetite,10.0,blisters on hooves,foot and mouth
goat,loss of appetite,102.3,depression,2.0,painless lumps,pneumonia
goat,painless lumps,102.7,loss of appetite,10.0,depression,pneumonia
goat,sores on mouth,100.6,loss of appetite,3.0,lameness,foot and mouth
buffalo,sweats,102.0,shortness of breath,11.0,fatigue,anthrax
buffalo,loss of appetite,103.5,painless lumps,4.0,depression,lumpy virus
cow,blisters on hooves,102.5,lameness,2.0,loss of appetite,foot and mouth
goat,shortness of breath,103.0,chills,3.0,chest discomfort,anthrax
goat,loss of appetite,101.6,depression,8.0,painless lumps,lumpy virus
buffalo,lameness,102.4,loss of appetite,14.0,swelling in limb,blackleg
buffalo,blisters on mouth,104.4,loss of appetite,7.0,lameness,foot and mouth
cow,painless lumps,103.6,loss of appetite,7.0,depression,lumpy virus
sheep,depression,101.5,painless lumps,6.0,loss of appetite,lumpy virus
goat,loss of appetite,101.6,difficulty walking,4.0,sores on hooves,foot and mouth
buffalo,difficulty walking,103.0,loss of appetite,1.0,depression,blackleg
goat,difficulty walking,104.1,loss of appetite,1.0,sores on tongue,foot and mouth
sheep,loss of appetite,100.8,lameness,3.0,swelling in limb,blackleg
buffalo,painless lumps,102.4,depression,1.0,loss of appetite,pneumonia
buffalo,painless lumps,101.3,depression,15.0,loss of appetite,pneumonia
cow,painless lumps,101.6,loss of appetite,15.0,depression,pneumonia
sheep,swelling in muscle,101.8,loss of appetite,4.0,crackling sound,blackleg
buffalo,depression,104.4,painless lumps,15.0,loss of appetite,pneumonia
sheep,chest discomfort,104.4,sweats,10.0,fatigue,anthrax
goat,loss of appetite,102.6,lameness,10.0,sores on mouth,foot and mouth
goat,chest discomfort,101.7,fatigue,2.0,chills,anthrax
sheep,loss of appetite,102.7,crackling sound,9.0,depression,blackleg
goat,shortness of breath,100.3,chills,2.0,chest discomfort,anthrax
cow,loss of appetite,102.8,painless lumps,6.0,depression,pneumonia
cow,loss of appetite,100.0,depression,14.0,lameness,blackleg
sheep,loss of appetite,103.0,depression,8.0,painless lumps,lumpy virus
cow,lameness,102.7,sores on hooves,5.0,loss of appetite,foot and mouth
sheep,depression,103.5,loss of appetite,10.0,painless lumps,pneumonia
sheep,loss of appetite,103.7,painless lumps,1.0,depression,pneumonia
goat,depression,102.5,painless lumps,3.0,loss of appetite,lumpy virus
goat,blisters on hooves,103.3,lameness,8.0,loss of appetite,foot and mouth
buffalo,chest discomfort,102.2,shortness of breath,12.0,sweats,anthrax
cow,sweats,103.4,chills,1.0,shortness of breath,anthrax
sheep,painless lumps,101.3,depression,7.0,loss of appetite,pneumonia
cow,loss of appetite,100.7,depression,12.0,crackling sound,blackleg
goat,sweats,102.5,swelling in neck,4.0,shortness of breath,anthrax
cow,depression,102.1,painless lumps,11.0,loss of appetite,lumpy virus
goat,loss of appetite,102.8,difficulty walking,2.0,swelling in muscle,blackleg
cow,loss of appetite,102.5,painless lumps,7.0,depression,pneumonia
cow,depression,103.9,loss of appetite,8.0,difficulty walking,blackleg
buffalo,painless lumps,100.2,depression,15.0,loss of appetite,lumpy virus
goat,depression,100.0,loss of appetite,10.0,painless lumps,pneumonia
sheep,painless lumps,101.2,depression,3.0,loss of appetite,lumpy virus
goat,loss of appetite,101.9,depression,10.0,painless lumps,pneumonia
sheep,sores on tongue,102.5,loss of appetite,3.0,difficulty walking,foot and mouth
cow,loss of appetite,103.1,depression,14.0,painless lumps,lumpy virus
goat,depression,100.9,crackling sound,10.0,loss of appetite,blackleg
buffalo,depression,100.3,painless lumps,2.0,loss of appetite,pneumonia
sheep,loss of appetite,102.5,painless lumps,4.0,depression,pneumonia
goat,loss of appetite,102.1,swelling in muscle,10.0,depression,blackleg
cow,painless lumps,100.5,depression,14.0,loss of appetite,lumpy virus
sheep,difficulty walking,103.2,loss of appetite,7.0,sores on tongue,foot and mouth
cow,painless lumps,101.8,loss of appetite,12.0,depression,lumpy virus
goat,depression,100.3,painless lumps,10.0,loss of appetite,pneumonia
cow,painless lumps,102.8,loss of appetite,10.0,depression,lumpy virus
goat,depression,104.3,swelling in muscle,8.0,loss of appetite,blackleg
sheep,sweats,100.2,chills,2.0,shortness of breath,anthrax
sheep,painless lumps,102.9,loss of appetite,9.0,depression,lumpy virus
cow,loss of appetite,100.2,blisters on mouth,14.0,lameness,foot and mouth
cow,fatigue,104.9,sweats,13.0,swelling in extremities,anthrax
buffalo,painless lumps,101.6,depression,8.0,loss of appetite,lumpy virus
buffalo,loss of appetite,101.4,difficulty walking,12.0,blisters on mouth,foot and mouth
sheep,depression,100.9,difficulty walking,1.0,crackling sound,blackleg
buffalo,painless lumps,104.6,loss of appetite,15.0,depression,pneumonia
sheep,chills,103.0,shortness of breath,4.0,chest discomfort,anthrax
buffalo,depression,101.4,loss of appetite,13.0,painless lumps,pneumonia
buffalo,loss of appetite,104.1,depression,14.0,painless lumps,lumpy virus
buffalo,loss of appetite,104.7,sores on tongue,14.0,difficulty walking,foot and mouth
buffalo,loss of appetite,100.1,sores on hooves,10.0,lameness,foot and mouth
buffalo,sweats,102.1,fatigue,13.0,chest discomfort,anthrax
buffalo,depression,101.1,loss of appetite,15.0,painless lumps,lumpy virus
sheep,loss of appetite,102.8,difficulty walking,3.0,sores on tongue,foot and mouth
sheep,sweats,101.3,fatigue,4.0,shortness of breath,anthrax
buffalo,loss of appetite,103.6,painless lumps,12.0,depression,lumpy virus
goat,chills,103.5,chest discomfort,8.0,shortness of breath,anthrax
buffalo,difficulty walking,101.1,depression,5.0,loss of appetite,blackleg
cow,painless lumps,101.4,loss of appetite,13.0,depression,pneumonia
goat,painless lumps,100.9,loss of appetite,8.0,depression,pneumonia
cow,swelling in neck,103.7,shortness of breath,9.0,chest discomfort,anthrax
sheep,difficulty walking,100.1,loss of appetite,9.0,blisters on mouth,foot and mouth
sheep,loss of appetite,102.7,depression,5.0,difficulty walking,blackleg
sheep,painless lumps,100.8,loss of appetite,1.0,depression,pneumonia
goat,shortness of breath,103.2,fatigue,3.0,chills,anthrax
buffalo,crackling sound,100.3,swelling in muscle,15.0,loss of appetite,blackleg
sheep,blisters on hooves,100.3,loss of appetite,7.0,difficulty walking,foot and mouth
goat,painless lumps,102.8,depression,7.0,loss of appetite,lumpy virus
sheep,blisters on mouth,101.1,difficulty walking,3.0,loss of appetite,foot and mouth
goat,crackling sound,101.7,lameness,2.0,depression,blackleg
cow,painless lumps,103.9,loss of appetite,4.0,depression,pneumonia
sheep,painless lumps,102.8,loss of appetite,4.0,depression,lumpy virus
sheep,crackling sound,102.9,depression,4.0,swelling in limb,blackleg
sheep,chills,103.6,fatigue,10.0,sweats,anthrax
sheep,depression,102.1,loss of appetite,9.0,painless lumps,pneumonia
goat,sweats,101.6,swelling in neck,6.0,chills,anthrax
cow,blisters on hooves,101.5,loss of appetite,14.0,lameness,foot and mouth
buffalo,difficulty walking,102.1,loss of appetite,6.0,blisters on tongue,foot and mouth
cow,swelling in limb,103.6,loss of appetite,1.0,difficulty walking,blackleg
cow,chest discomfort,100.0,fatigue,12.0,swelling in neck,anthrax
buffalo,sweats,104.7,shortness of breath,9.0,chest discomfort,anthrax
goat,sweats,102.1,swelling in neck,7.0,fatigue,anthrax
goat,lameness,100.9,sores on gums,8.0,loss of appetite,foot and mouth
cow,depression,103.2,loss of appetite,8.0,painless lumps,lumpy virus
cow,depression,100.9,painless lumps,6.0,loss of appetite,lumpy virus
buffalo,painless lumps,102.1,loss of appetite,6.0,depression,lumpy virus
cow,loss of appetite,100.7,painless lumps,4.0,depression,pneumonia
sheep,loss of appetite,102.0,painless lumps,7.0,depression,pneumonia
goat,sores on hooves,100.8,loss of appetite,9.0,difficulty walking,foot and mouth
goat,depression,103.0,loss of appetite,7.0,painless lumps,lumpy virus
buffalo,depression,101.6,loss of appetite,15.0,painless lumps,pneumonia
sheep,loss of appetite,100.6,painless lumps,1.0,depression,lumpy virus
goat,depression,103.7,painless lumps,6.0,loss of appetite,lumpy virus
buffalo,sweats,101.8,shortness of breath,4.0,chills,anthrax
sheep,loss of appetite,102.0,painless lumps,1.0,depression,pneumonia
sheep,lameness,101.7,loss of appetite,7.0,blisters on tongue,foot and mouth
buffalo,loss of appetite,100.5,painless lumps,15.0,depression,pneumonia
sheep,depression,100.0,loss of appetite,8.0,painless lumps,lumpy virus
cow,crackling sound,101.3,depression,13.0,loss of appetite,blackleg
cow,loss of appetite,100.2,painless lumps,10.0,depression,lumpy virus
sheep,depression,101.2,crackling sound,3.0,swelling in limb,blackleg
buffalo,chills,103.9,shortness of breath,1.0,fatigue,anthrax
sheep,swelling in neck,100.3,chest discomfort,1.0,sweats,anthrax
buffalo,difficulty walking,101.7,loss of appetite,14.0,blisters on tongue,foot and mouth
sheep,crackling sound,102.4,loss of appetite,10.0,swelling in muscle,blackleg
buffalo,loss of appetite,104.5,painless lumps,8.0,depression,lumpy virus
goat,depression,101.7,painless lumps,5.0,loss of appetite,pneumonia
buffalo,depression,103.0,loss of appetite,4.0,painless lumps,pneumonia
buffalo,difficulty walking,102.3,sores on gums,6.0,loss of appetite,foot and mouth
sheep,loss of appetite,101.0,painless lumps,8.0,depression,lumpy virus
sheep,loss of appetite,102.6,sores on gums,3.0,difficulty walking,foot and mouth
sheep,fatigue,101.7,shortness of breath,1.0,chest discomfort,anthrax
goat,painless lumps,100.5,depression,1.0,loss of appetite,pneumonia
goat,sweats,101.7,chills,2.0,chest discomfort,anthrax
sheep,loss of appetite,102.3,crackling sound,8.0,depression,blackleg
cow,loss of appetite,102.2,depression,8.0,painless lumps,pneumonia
cow,loss of appetite,102.2,lameness,9.0,sores on gums,foot and mouth
sheep,chest discomfort,103.9,fatigue,4.0,sweats,anthrax
goat,painless lumps,102.1,depression,3.0,loss of appetite,lumpy virus
cow,depression,103.8,loss of appetite,12.0,crackling sound,blackleg
goat,loss of appetite,101.5,depression,3.0,crackling sound,blackleg
buffalo,loss of appetite,100.4,lameness,3.0,sores on tongue,foot and mouth
sheep,loss of appetite,104.1,painless lumps,6.0,depression,pneumonia
buffalo,chest discomfort,102.1,fatigue,15.0,swelling in extremities,anthrax
sheep,difficulty walking,102.2,loss of appetite,9.0,blisters on tongue,foot and mouth
sheep,shortness of breath,102.7,swelling in abdomen,2.0,fatigue,anthrax
buffalo,loss of appetite,101.8,depression,12.0,painless lumps,pneumonia
goat,shortness of breath,102.6,sweats,10.0,swelling in extremities,anthrax
cow,loss of appetite,101.2,depression,4.0,painless lumps,lumpy virus
cow,lameness,101.7,loss of appetite,1.0,blisters on hooves,foot and mouth
cow,depression,101.5,loss of appetite,13.0,painless lumps,pneumonia
sheep,loss of appetite,102.2,painless lumps,7.0,depression,pneumonia
goat,painless lumps,102.7,depression,3.0,loss of appetite,lumpy virus
goat,painless lumps,101.9,loss of appetite,9.0,depression,lumpy virus
goat,chest discomfort,104.0,chills,1.0,sweats,anthrax
sheep,depression,102.5,painless lumps,3.0,loss of appetite,pneumonia
cow,depression,103.6,crackling sound,15.0,lameness,blackleg
cow,chills,101.1,shortness of breath,6.0,sweats,anthrax
cow,chest discomfort,100.9,chills,5.0,sweats,anthrax
sheep,chills,102.4,shortness of breath,6.0,fatigue,anthrax
sheep,crackling sound,101.9,loss of appetite,8.0,swelling in limb,blackleg
sheep,sores on gums,102.9,lameness,10.0,loss of appetite,foot and mouth
goat,loss of appetite,100.1,depression,3.0,painless lumps,pneumonia
goat,crackling sound,100.1,loss of appetite,3.0,swelling in muscle,blackleg
buffalo,lameness,100.6,sores on gums,4.0,loss of appetite,foot and mouth
buffalo,depression,102.9,painless lumps,3.0,loss of appetite,pneumonia
sheep,crackling sound,102.0,difficulty walking,6.0,swelling in limb,blackleg
cow,fatigue,101.9,chills,14.0,shortness of breath,anthrax
buffalo,sweats,103.3,fatigue,7.0,chills,anthrax
cow,sweats,102.6,fatigue,5.0,chest discomfort,anthrax
buffalo,painless lumps,104.8,loss of appetite,13.0,depression,lumpy virus
